,time,temp,feels,wind,gust,rain,humidity,cloud,pressure,vis,date
0,00:00,11 °c,11 °c,9 km/h from S,19 km/h,0.0 mm,79%,13%,1020 mb,Excellent,2018-09-01
1,03:00,13 °c,12 °c,11 km/h from SSW,19 km/h,0.0 mm,76%,96%,1020 mb,Excellent,2018-09-01
2,06:00,14 °c,13 °c,11 km/h from SSW,19 km/h,0.0 mm,84%,100%,1020 mb,Excellent,2018-09-01
3,09:00,14 °c,13 °c,14 km/h from SSW,23 km/h,0.1 mm,88%,78%,1021 mb,Excellent,2018-09-01
4,12:00,16 °c,16 °c,15 km/h from SSW,22 km/h,0.0 mm,87%,87%,1021 mb,Excellent,2018-09-01
5,15:00,17 °c,17 °c,14 km/h from SW,21 km/h,0.0 mm,83%,97%,1021 mb,Excellent,2018-09-01
6,18:00,16 °c,16 °c,12 km/h from SW,19 km/h,0.0 mm,88%,98%,1022 mb,Excellent,2018-09-01
7,21:00,14 °c,14 °c,11 km/h from SSW,19 km/h,0.0 mm,94%,52%,1022 mb,Excellent,2018-09-01
8,00:00,13 °c,13 °c,10 km/h from SSW,19 km/h,0.0 mm,95%,31%,1022 mb,Poor,2018-09-02
9,03:00,13 °c,13 °c,8 km/h from SSW,15 km/h,0.0 mm,96%,52%,1020 mb,Poor,2018-09-02
10,06:00,14 °c,15 °c,5 km/h from SE,9 km/h,0.0 mm,95%,67%,1020 mb,Poor,2018-09-02
11,09:00,19 °c,19 °c,18 km/h from SSW,28 km/h,0.0 mm,82%,80%,1020 mb,Excellent,2018-09-02
12,12:00,20 °c,20 °c,21 km/h from SSW,30 km/h,0.0 mm,78%,93%,1019 mb,Excellent,2018-09-02
13,15:00,19 °c,19 °c,19 km/h from SSW,30 km/h,0.1 mm,82%,90%,1019 mb,Excellent,2018-09-02
14,18:00,18 °c,18 °c,12 km/h from SW,20 km/h,0.0 mm,84%,70%,1019 mb,Excellent,2018-09-02
15,21:00,16 °c,16 °c,10 km/h from SSW,17 km/h,0.3 mm,91%,82%,1020 mb,Poor,2018-09-02
16,00:00,15 °c,14 °c,12 km/h from WSW,20 km/h,0.0 mm,95%,62%,1021 mb,Poor,2018-09-03
17,03:00,12 °c,11 °c,12 km/h from WSW,20 km/h,0.1 mm,95%,59%,1021 mb,Poor,2018-09-03
18,06:00,11 °c,12 °c,2 km/h from W,3 km/h,0.0 mm,93%,86%,1023 mb,Excellent,2018-09-03
19,09:00,12 °c,11 °c,10 km/h from NE,15 km/h,0.2 mm,90%,96%,1024 mb,Poor,2018-09-03
20,12:00,11 °c,11 °c,9 km/h from ENE,14 km/h,0.0 mm,85%,95%,1024 mb,Excellent,2018-09-03
21,15:00,13 °c,13 °c,10 km/h from ENE,11 km/h,0.0 mm,74%,69%,1024 mb,Excellent,2018-09-03
22,18:00,12 °c,11 °c,9 km/h from E,12 km/h,0.0 mm,81%,62%,1024 mb,Excellent,2018-09-03
23,21:00,9 °c,9 °c,5 km/h from NE,10 km/h,0.0 mm,88%,37%,1025 mb,Excellent,2018-09-03
24,00:00,8 °c,10 °c,5 km/h from NNE,7 km/h,0.0 mm,90%,0%,1025 mb,Excellent,2018-09-04
25,03:00,7 °c,9 °c,6 km/h from NNW,9 km/h,0.0 mm,91%,3%,1025 mb,Excellent,2018-09-04
26,06:00,7 °c,12 °c,4 km/h from NW,5 km/h,0.0 mm,90%,2%,1025 mb,Excellent,2018-09-04
27,09:00,12 °c,15 °c,7 km/h from NNW,8 km/h,0.0 mm,69%,1%,1025 mb,Excellent,2018-09-04
28,12:00,15 °c,18 °c,7 km/h from NNE,8 km/h,0.0 mm,56%,1%,1024 mb,Excellent,2018-09-04
29,15:00,16 °c,18 °c,5 km/h from NNW,5 km/h,0.0 mm,58%,4%,1023 mb,Excellent,2018-09-04
30,18:00,14 °c,14 °c,1 km/h from WSW,1 km/h,0.0 mm,70%,34%,1024 mb,Excellent,2018-09-04
31,21:00,11 °c,11 °c,5 km/h from SSW,11 km/h,0.0 mm,77%,9%,1024 mb,Excellent,2018-09-04
32,00:00,9 °c,10 °c,6 km/h from WSW,11 km/h,0.0 mm,86%,2%,1024 mb,Excellent,2018-09-05
33,03:00,8 °c,9 °c,6 km/h from WSW,11 km/h,0.0 mm,91%,3%,1024 mb,Excellent,2018-09-05
34,06:00,8 °c,8 °c,7 km/h from WSW,12 km/h,0.0 mm,92%,18%,1024 mb,Excellent,2018-09-05
35,09:00,13 °c,14 °c,8 km/h from WSW,9 km/h,0.0 mm,74%,4%,1024 mb,Excellent,2018-09-05
36,12:00,17 °c,17 °c,8 km/h from WSW,9 km/h,0.0 mm,61%,15%,1022 mb,Excellent,2018-09-05
37,15:00,18 °c,18 °c,11 km/h from SW,13 km/h,0.0 mm,61%,32%,1021 mb,Excellent,2018-09-05
38,18:00,14 °c,13 °c,14 km/h from WSW,23 km/h,0.0 mm,81%,82%,1019 mb,Excellent,2018-09-05
39,21:00,13 °c,12 °c,15 km/h from WSW,25 km/h,0.4 mm,92%,62%,1019 mb,Good,2018-09-05
40,00:00,10 °c,8 °c,15 km/h from WSW,27 km/h,0.0 mm,93%,16%,1018 mb,Excellent,2018-09-06
41,03:00,8 °c,5 °c,13 km/h from W,24 km/h,0.0 mm,92%,6%,1018 mb,Excellent,2018-09-06
42,06:00,7 °c,7 °c,8 km/h from W,13 km/h,0.0 mm,92%,10%,1017 mb,Excellent,2018-09-06
43,09:00,11 °c,10 °c,11 km/h from W,13 km/h,0.0 mm,73%,35%,1016 mb,Excellent,2018-09-06
44,12:00,13 °c,13 °c,10 km/h from NW,12 km/h,0.0 mm,61%,31%,1015 mb,Excellent,2018-09-06
45,15:00,13 °c,12 °c,11 km/h from NW,16 km/h,1.6 mm,67%,44%,1015 mb,Excellent,2018-09-06
46,18:00,10 °c,10 °c,7 km/h from NW,12 km/h,0.0 mm,77%,79%,1014 mb,Excellent,2018-09-06
47,21:00,8 °c,6 °c,10 km/h from WNW,19 km/h,0.0 mm,85%,26%,1014 mb,Excellent,2018-09-06
48,00:00,7 °c,4 °c,13 km/h from W,26 km/h,0.0 mm,89%,26%,1012 mb,Excellent,2018-09-07
49,03:00,7 °c,4 °c,16 km/h from W,29 km/h,0.0 mm,89%,78%,1012 mb,Excellent,2018-09-07
50,06:00,9 °c,6 °c,14 km/h from WNW,23 km/h,0.0 mm,92%,100%,1011 mb,Excellent,2018-09-07
51,09:00,12 °c,10 °c,13 km/h from NW,19 km/h,0.0 mm,83%,83%,1012 mb,Excellent,2018-09-07
52,12:00,15 °c,15 °c,14 km/h from WNW,18 km/h,0.0 mm,67%,79%,1012 mb,Excellent,2018-09-07
53,15:00,16 °c,16 °c,18 km/h from WNW,23 km/h,0.2 mm,64%,61%,1012 mb,Excellent,2018-09-07
54,18:00,13 °c,12 °c,17 km/h from W,28 km/h,0.0 mm,76%,50%,1012 mb,Excellent,2018-09-07
55,21:00,11 °c,8 °c,19 km/h from WSW,33 km/h,0.0 mm,89%,8%,1013 mb,Excellent,2018-09-07
56,00:00,9 °c,6 °c,19 km/h from WSW,33 km/h,0.0 mm,93%,21%,1013 mb,Excellent,2018-09-08
57,03:00,8 °c,5 °c,18 km/h from WSW,32 km/h,0.0 mm,92%,21%,1012 mb,Excellent,2018-09-08
58,06:00,8 °c,6 °c,10 km/h from WSW,18 km/h,0.0 mm,94%,37%,1011 mb,Excellent,2018-09-08
59,09:00,13 °c,12 °c,10 km/h from WSW,12 km/h,0.0 mm,81%,60%,1011 mb,Excellent,2018-09-08
60,12:00,15 °c,15 °c,11 km/h from WSW,14 km/h,0.0 mm,79%,70%,1010 mb,Excellent,2018-09-08
61,15:00,16 °c,16 °c,19 km/h from WSW,23 km/h,0.0 mm,76%,57%,1011 mb,Excellent,2018-09-08
62,18:00,14 °c,12 °c,16 km/h from WSW,28 km/h,0.0 mm,81%,3%,1011 mb,Excellent,2018-09-08
63,21:00,11 °c,10 °c,13 km/h from SW,26 km/h,0.0 mm,89%,28%,1011 mb,Excellent,2018-09-08
64,00:00,12 °c,12 °c,8 km/h from S,14 km/h,0.0 mm,90%,95%,1009 mb,Excellent,2018-09-09
65,03:00,13 °c,13 °c,11 km/h from S,19 km/h,0.2 mm,93%,89%,1007 mb,Poor,2018-09-09
66,06:00,14 °c,13 °c,17 km/h from SSW,27 km/h,0.0 mm,92%,94%,1006 mb,Excellent,2018-09-09
67,09:00,15 °c,13 °c,27 km/h from WSW,38 km/h,0.2 mm,84%,82%,1007 mb,Excellent,2018-09-09
68,12:00,15 °c,15 °c,30 km/h from WSW,37 km/h,0.0 mm,74%,54%,1008 mb,Excellent,2018-09-09
69,15:00,15 °c,15 °c,34 km/h from WSW,44 km/h,0.2 mm,61%,25%,1009 mb,Excellent,2018-09-09
70,18:00,12 °c,10 °c,18 km/h from WSW,30 km/h,0.0 mm,72%,24%,1010 mb,Excellent,2018-09-09
71,21:00,11 °c,8 °c,25 km/h from SW,43 km/h,0.0 mm,78%,39%,1011 mb,Excellent,2018-09-09
72,00:00,11 °c,8 °c,33 km/h from SW,53 km/h,0.0 mm,76%,67%,1010 mb,Excellent,2018-09-10
73,03:00,12 °c,9 °c,36 km/h from WSW,53 km/h,0.0 mm,76%,94%,1011 mb,Excellent,2018-09-10
74,06:00,12 °c,9 °c,31 km/h from WSW,47 km/h,0.0 mm,78%,100%,1011 mb,Excellent,2018-09-10
75,09:00,12 °c,10 °c,30 km/h from WSW,43 km/h,0.0 mm,76%,100%,1013 mb,Excellent,2018-09-10
76,12:00,13 °c,11 °c,24 km/h from WSW,33 km/h,0.0 mm,77%,100%,1013 mb,Excellent,2018-09-10
77,15:00,13 °c,11 °c,24 km/h from SW,35 km/h,0.6 mm,80%,100%,1012 mb,Excellent,2018-09-10
78,18:00,12 °c,10 °c,20 km/h from SSW,32 km/h,0.0 mm,89%,100%,1010 mb,Excellent,2018-09-10
79,21:00,13 °c,11 °c,27 km/h from SSW,44 km/h,3.1 mm,90%,100%,1008 mb,Good,2018-09-10
80,00:00,13 °c,11 °c,30 km/h from WSW,49 km/h,0.0 mm,89%,76%,1006 mb,Excellent,2018-09-11
81,03:00,11 °c,8 °c,30 km/h from WSW,51 km/h,0.3 mm,87%,61%,1007 mb,Good,2018-09-11
82,06:00,10 °c,7 °c,34 km/h from WSW,58 km/h,0.0 mm,84%,22%,1008 mb,Excellent,2018-09-11
83,09:00,13 °c,10 °c,36 km/h from W,49 km/h,0.0 mm,70%,11%,1010 mb,Excellent,2018-09-11
84,12:00,15 °c,12 °c,33 km/h from WSW,41 km/h,0.0 mm,61%,46%,1011 mb,Excellent,2018-09-11
85,15:00,14 °c,12 °c,37 km/h from WSW,49 km/h,0.0 mm,65%,61%,1012 mb,Excellent,2018-09-11
86,18:00,12 °c,9 °c,24 km/h from WSW,40 km/h,0.0 mm,73%,73%,1012 mb,Excellent,2018-09-11
87,21:00,11 °c,8 °c,30 km/h from WSW,46 km/h,0.0 mm,71%,35%,1014 mb,Excellent,2018-09-11
88,00:00,11 °c,8 °c,28 km/h from WSW,45 km/h,0.0 mm,73%,33%,1014 mb,Excellent,2018-09-12
89,03:00,10 °c,7 °c,30 km/h from WSW,50 km/h,0.0 mm,77%,16%,1015 mb,Excellent,2018-09-12
90,06:00,9 °c,6 °c,23 km/h from WSW,40 km/h,0.0 mm,82%,8%,1016 mb,Excellent,2018-09-12
91,09:00,13 °c,10 °c,28 km/h from W,36 km/h,0.0 mm,66%,9%,1018 mb,Excellent,2018-09-12
92,12:00,14 °c,12 °c,28 km/h from WSW,34 km/h,0.0 mm,61%,26%,1019 mb,Excellent,2018-09-12
93,15:00,14 °c,12 °c,28 km/h from WSW,37 km/h,0.0 mm,58%,24%,1019 mb,Excellent,2018-09-12
94,18:00,11 °c,9 °c,18 km/h from WSW,30 km/h,0.0 mm,70%,19%,1020 mb,Excellent,2018-09-12
95,21:00,9 °c,7 °c,17 km/h from SW,32 km/h,0.0 mm,79%,48%,1019 mb,Excellent,2018-09-12
96,00:00,9 °c,6 °c,20 km/h from SW,35 km/h,0.0 mm,79%,72%,1018 mb,Excellent,2018-09-13
97,03:00,9 °c,6 °c,22 km/h from SW,37 km/h,0.0 mm,80%,56%,1016 mb,Excellent,2018-09-13
98,06:00,10 °c,7 °c,25 km/h from SW,40 km/h,0.0 mm,80%,95%,1015 mb,Excellent,2018-09-13
99,09:00,11 °c,9 °c,23 km/h from WSW,37 km/h,0.4 mm,84%,100%,1016 mb,Poor,2018-09-13
100,12:00,13 °c,11 °c,31 km/h from WSW,40 km/h,0.0 mm,69%,100%,1016 mb,Excellent,2018-09-13
101,15:00,13 °c,11 °c,30 km/h from WSW,41 km/h,0.1 mm,65%,100%,1015 mb,Excellent,2018-09-13
102,18:00,11 °c,9 °c,17 km/h from WSW,28 km/h,0.0 mm,78%,93%,1015 mb,Excellent,2018-09-13
103,21:00,10 °c,8 °c,17 km/h from SW,30 km/h,0.0 mm,89%,88%,1015 mb,Excellent,2018-09-13
104,00:00,11 °c,9 °c,18 km/h from SW,30 km/h,0.0 mm,87%,99%,1013 mb,Excellent,2018-09-14
105,03:00,11 °c,8 °c,22 km/h from SW,36 km/h,0.1 mm,87%,100%,1012 mb,Excellent,2018-09-14
106,06:00,11 °c,9 °c,22 km/h from SW,36 km/h,0.0 mm,87%,100%,1011 mb,Excellent,2018-09-14
107,09:00,12 °c,9 °c,26 km/h from WSW,39 km/h,0.5 mm,86%,90%,1011 mb,Excellent,2018-09-14
108,12:00,14 °c,12 °c,26 km/h from WSW,32 km/h,0.0 mm,74%,96%,1012 mb,Excellent,2018-09-14
109,15:00,12 °c,9 °c,21 km/h from W,32 km/h,1.1 mm,86%,88%,1013 mb,Excellent,2018-09-14
110,18:00,10 °c,8 °c,12 km/h from WSW,20 km/h,0.0 mm,87%,28%,1013 mb,Excellent,2018-09-14
111,21:00,8 °c,5 °c,15 km/h from WSW,29 km/h,0.0 mm,91%,9%,1016 mb,Excellent,2018-09-14
112,00:00,7 °c,4 °c,14 km/h from WSW,26 km/h,0.0 mm,92%,14%,1016 mb,Excellent,2018-09-15
113,03:00,7 °c,4 °c,14 km/h from WSW,27 km/h,0.0 mm,92%,19%,1017 mb,Excellent,2018-09-15
114,06:00,8 °c,6 °c,13 km/h from WSW,22 km/h,0.0 mm,91%,100%,1018 mb,Excellent,2018-09-15
115,09:00,10 °c,8 °c,16 km/h from WSW,23 km/h,0.0 mm,80%,60%,1019 mb,Excellent,2018-09-15
116,12:00,14 °c,12 °c,17 km/h from SW,21 km/h,0.0 mm,65%,43%,1019 mb,Excellent,2018-09-15
117,15:00,14 °c,13 °c,17 km/h from SW,22 km/h,0.0 mm,71%,68%,1018 mb,Excellent,2018-09-15
118,18:00,12 °c,11 °c,12 km/h from SSW,20 km/h,0.0 mm,88%,100%,1017 mb,Excellent,2018-09-15
119,21:00,12 °c,10 °c,16 km/h from S,27 km/h,1.0 mm,92%,61%,1015 mb,Excellent,2018-09-15
120,00:00,12 °c,10 °c,21 km/h from S,35 km/h,0.0 mm,89%,100%,1010 mb,Excellent,2018-09-16
121,03:00,14 °c,12 °c,37 km/h from SSW,62 km/h,0.8 mm,87%,81%,1006 mb,Excellent,2018-09-16
122,06:00,15 °c,13 °c,29 km/h from SW,47 km/h,0.0 mm,87%,98%,1005 mb,Excellent,2018-09-16
123,09:00,13 °c,10 °c,29 km/h from WSW,50 km/h,0.1 mm,83%,81%,1007 mb,Excellent,2018-09-16
124,12:00,14 °c,11 °c,32 km/h from WSW,47 km/h,0.0 mm,71%,92%,1008 mb,Excellent,2018-09-16
125,15:00,13 °c,11 °c,32 km/h from WSW,44 km/h,0.1 mm,69%,84%,1010 mb,Excellent,2018-09-16
126,18:00,12 °c,10 °c,17 km/h from SW,31 km/h,0.0 mm,78%,54%,1012 mb,Excellent,2018-09-16
127,21:00,10 °c,8 °c,15 km/h from SSW,29 km/h,0.0 mm,88%,46%,1013 mb,Excellent,2018-09-16
128,00:00,11 °c,9 °c,17 km/h from SW,30 km/h,0.0 mm,88%,40%,1011 mb,Excellent,2018-09-17
129,03:00,10 °c,9 °c,14 km/h from SSW,25 km/h,0.0 mm,92%,27%,1011 mb,Excellent,2018-09-17
130,06:00,11 °c,9 °c,12 km/h from SSW,21 km/h,0.0 mm,91%,76%,1010 mb,Excellent,2018-09-17
131,09:00,13 °c,12 °c,16 km/h from SSW,23 km/h,0.0 mm,78%,100%,1009 mb,Excellent,2018-09-17
132,12:00,16 °c,16 °c,16 km/h from S,22 km/h,0.0 mm,72%,64%,1007 mb,Excellent,2018-09-17
133,15:00,16 °c,16 °c,20 km/h from S,35 km/h,0.1 mm,81%,80%,1003 mb,Excellent,2018-09-17
134,18:00,17 °c,17 °c,21 km/h from SSW,38 km/h,0.0 mm,82%,88%,1000 mb,Excellent,2018-09-17
135,21:00,17 °c,17 °c,28 km/h from SSW,45 km/h,0.1 mm,80%,54%,1000 mb,Excellent,2018-09-17
136,00:00,15 °c,15 °c,19 km/h from SSW,35 km/h,0.0 mm,84%,38%,998 mb,Excellent,2018-09-18
137,03:00,14 °c,13 °c,14 km/h from SSE,27 km/h,0.0 mm,92%,17%,996 mb,Excellent,2018-09-18
138,06:00,13 °c,14 °c,6 km/h from ESE,9 km/h,0.0 mm,89%,66%,993 mb,Excellent,2018-09-18
139,09:00,13 °c,13 °c,3 km/h from NE,5 km/h,1.5 mm,94%,100%,993 mb,Excellent,2018-09-18
140,12:00,16 °c,16 °c,22 km/h from SW,33 km/h,0.0 mm,88%,100%,995 mb,Excellent,2018-09-18
141,15:00,15 °c,13 °c,31 km/h from WSW,48 km/h,0.2 mm,82%,82%,997 mb,Excellent,2018-09-18
142,18:00,14 °c,13 °c,17 km/h from SSW,29 km/h,0.0 mm,84%,48%,998 mb,Excellent,2018-09-18
143,21:00,13 °c,11 °c,23 km/h from SW,42 km/h,0.2 mm,82%,11%,999 mb,Excellent,2018-09-18
144,00:00,13 °c,10 °c,29 km/h from SW,51 km/h,0.0 mm,77%,8%,998 mb,Excellent,2018-09-19
145,03:00,11 °c,9 °c,29 km/h from SW,48 km/h,0.0 mm,77%,13%,1000 mb,Excellent,2018-09-19
146,06:00,12 °c,9 °c,18 km/h from SSW,30 km/h,0.0 mm,81%,79%,998 mb,Excellent,2018-09-19
147,09:00,14 °c,11 °c,39 km/h from S,60 km/h,2.7 mm,86%,89%,991 mb,Good,2018-09-19
148,12:00,13 °c,10 °c,50 km/h from SSW,79 km/h,0.0 mm,75%,77%,986 mb,Excellent,2018-09-19
149,15:00,11 °c,7 °c,45 km/h from WSW,68 km/h,0.2 mm,74%,92%,994 mb,Excellent,2018-09-19
150,18:00,10 °c,7 °c,36 km/h from WSW,56 km/h,0.0 mm,70%,33%,999 mb,Excellent,2018-09-19
151,21:00,10 °c,6 °c,32 km/h from SW,53 km/h,0.0 mm,66%,27%,1001 mb,Excellent,2018-09-19
152,00:00,9 °c,5 °c,31 km/h from SW,50 km/h,0.0 mm,73%,32%,1002 mb,Excellent,2018-09-20
153,03:00,9 °c,5 °c,30 km/h from SW,49 km/h,0.0 mm,75%,24%,1003 mb,Excellent,2018-09-20
154,06:00,9 °c,5 °c,27 km/h from SW,44 km/h,0.0 mm,78%,19%,1004 mb,Excellent,2018-09-20
155,09:00,11 °c,8 °c,33 km/h from SW,43 km/h,0.0 mm,69%,12%,1005 mb,Excellent,2018-09-20
156,12:00,13 °c,10 °c,29 km/h from SW,37 km/h,0.0 mm,61%,17%,1004 mb,Excellent,2018-09-20
157,15:00,12 °c,10 °c,16 km/h from SW,22 km/h,0.0 mm,66%,73%,1002 mb,Excellent,2018-09-20
158,18:00,10 °c,10 °c,5 km/h from S,8 km/h,0.0 mm,79%,64%,999 mb,Excellent,2018-09-20
159,21:00,8 °c,9 °c,1 km/h from NNW,2 km/h,0.9 mm,87%,68%,996 mb,Excellent,2018-09-20
160,00:00,8 °c,6 °c,14 km/h from NNW,22 km/h,0.0 mm,89%,94%,992 mb,Excellent,2018-09-21
161,03:00,7 °c,4 °c,21 km/h from WNW,33 km/h,0.5 mm,86%,81%,992 mb,Poor,2018-09-21
162,06:00,7 °c,3 °c,24 km/h from W,38 km/h,0.0 mm,87%,77%,993 mb,Excellent,2018-09-21
163,09:00,9 °c,5 °c,31 km/h from W,43 km/h,0.0 mm,80%,38%,995 mb,Excellent,2018-09-21
164,12:00,12 °c,9 °c,21 km/h from W,25 km/h,0.0 mm,68%,22%,998 mb,Excellent,2018-09-21
165,15:00,11 °c,9 °c,22 km/h from WNW,32 km/h,1.2 mm,75%,48%,1002 mb,Excellent,2018-09-21
166,18:00,9 °c,7 °c,18 km/h from WSW,34 km/h,0.0 mm,79%,6%,1006 mb,Excellent,2018-09-21
167,21:00,8 °c,4 °c,24 km/h from WSW,43 km/h,0.0 mm,84%,13%,1008 mb,Excellent,2018-09-21
168,00:00,7 °c,3 °c,25 km/h from WSW,44 km/h,0.0 mm,79%,5%,1009 mb,Excellent,2018-09-22
169,03:00,7 °c,3 °c,25 km/h from WSW,43 km/h,0.0 mm,79%,11%,1011 mb,Excellent,2018-09-22
170,06:00,7 °c,3 °c,22 km/h from WSW,39 km/h,0.0 mm,80%,100%,1012 mb,Excellent,2018-09-22
171,09:00,10 °c,7 °c,27 km/h from W,36 km/h,0.0 mm,68%,3%,1012 mb,Excellent,2018-09-22
172,12:00,12 °c,10 °c,22 km/h from W,26 km/h,0.0 mm,57%,3%,1013 mb,Excellent,2018-09-22
173,15:00,13 °c,10 °c,21 km/h from W,26 km/h,0.0 mm,56%,14%,1013 mb,Excellent,2018-09-22
174,18:00,9 °c,7 °c,14 km/h from W,27 km/h,0.0 mm,71%,4%,1014 mb,Excellent,2018-09-22
175,21:00,6 °c,4 °c,12 km/h from W,23 km/h,0.0 mm,80%,5%,1016 mb,Excellent,2018-09-22
176,00:00,5 °c,3 °c,10 km/h from W,19 km/h,0.0 mm,87%,8%,1016 mb,Excellent,2018-09-23
177,03:00,4 °c,3 °c,9 km/h from W,16 km/h,0.0 mm,90%,12%,1016 mb,Excellent,2018-09-23
178,06:00,4 °c,3 °c,7 km/h from W,12 km/h,0.0 mm,92%,9%,1017 mb,Excellent,2018-09-23
179,09:00,8 °c,6 °c,12 km/h from WNW,14 km/h,0.0 mm,76%,19%,1018 mb,Excellent,2018-09-23
180,12:00,12 °c,11 °c,12 km/h from NW,14 km/h,0.0 mm,57%,10%,1021 mb,Excellent,2018-09-23
181,15:00,12 °c,10 °c,18 km/h from WNW,24 km/h,0.2 mm,60%,10%,1023 mb,Excellent,2018-09-23
182,18:00,9 °c,7 °c,15 km/h from WNW,30 km/h,0.0 mm,71%,8%,1026 mb,Excellent,2018-09-23
183,21:00,6 °c,4 °c,15 km/h from WNW,29 km/h,0.0 mm,80%,1%,1029 mb,Excellent,2018-09-23
184,00:00,5 °c,3 °c,13 km/h from WSW,26 km/h,0.0 mm,85%,7%,1031 mb,Excellent,2018-09-24
185,03:00,6 °c,2 °c,16 km/h from WSW,31 km/h,0.0 mm,85%,19%,1033 mb,Excellent,2018-09-24
186,06:00,5 °c,2 °c,15 km/h from WSW,29 km/h,0.0 mm,88%,12%,1034 mb,Excellent,2018-09-24
187,09:00,10 °c,7 °c,19 km/h from W,26 km/h,0.0 mm,72%,13%,1034 mb,Excellent,2018-09-24
188,12:00,13 °c,11 °c,20 km/h from W,23 km/h,0.0 mm,61%,15%,1035 mb,Excellent,2018-09-24
189,15:00,13 °c,11 °c,22 km/h from W,28 km/h,0.1 mm,61%,23%,1035 mb,Excellent,2018-09-24
190,18:00,9 °c,7 °c,14 km/h from WSW,26 km/h,0.0 mm,80%,22%,1035 mb,Excellent,2018-09-24
191,21:00,8 °c,6 °c,15 km/h from WSW,27 km/h,0.0 mm,85%,22%,1036 mb,Excellent,2018-09-24
192,00:00,7 °c,5 °c,15 km/h from SW,30 km/h,0.0 mm,89%,24%,1036 mb,Excellent,2018-09-25
193,03:00,7 °c,4 °c,15 km/h from SSW,29 km/h,0.0 mm,89%,6%,1034 mb,Excellent,2018-09-25
194,06:00,7 °c,4 °c,14 km/h from SSW,26 km/h,0.0 mm,90%,2%,1033 mb,Excellent,2018-09-25
195,09:00,11 °c,8 °c,26 km/h from SSW,34 km/h,0.0 mm,71%,5%,1031 mb,Excellent,2018-09-25
196,12:00,14 °c,11 °c,33 km/h from SW,42 km/h,0.0 mm,56%,28%,1030 mb,Excellent,2018-09-25
197,15:00,13 °c,10 °c,35 km/h from SW,50 km/h,0.0 mm,66%,68%,1027 mb,Excellent,2018-09-25
198,18:00,12 °c,9 °c,38 km/h from SW,58 km/h,0.0 mm,78%,100%,1024 mb,Excellent,2018-09-25
199,21:00,13 °c,10 °c,35 km/h from SW,55 km/h,0.1 mm,82%,100%,1024 mb,Excellent,2018-09-25
200,00:00,14 °c,11 °c,36 km/h from SW,56 km/h,0.0 mm,83%,87%,1021 mb,Excellent,2018-09-26
201,03:00,14 °c,12 °c,40 km/h from SW,66 km/h,0.3 mm,86%,95%,1020 mb,Poor,2018-09-26
202,06:00,16 °c,16 °c,39 km/h from WSW,64 km/h,0.0 mm,87%,100%,1020 mb,Excellent,2018-09-26
203,09:00,16 °c,16 °c,31 km/h from WSW,50 km/h,0.8 mm,90%,100%,1022 mb,Excellent,2018-09-26
204,12:00,17 °c,17 °c,35 km/h from WSW,53 km/h,0.0 mm,84%,94%,1024 mb,Excellent,2018-09-26
205,15:00,16 °c,16 °c,30 km/h from WSW,45 km/h,0.1 mm,85%,99%,1024 mb,Excellent,2018-09-26
206,18:00,15 °c,15 °c,23 km/h from WSW,37 km/h,0.0 mm,88%,100%,1025 mb,Excellent,2018-09-26
207,21:00,15 °c,15 °c,25 km/h from SW,41 km/h,0.1 mm,89%,99%,1024 mb,Excellent,2018-09-26
208,00:00,15 °c,15 °c,29 km/h from WSW,48 km/h,0.0 mm,86%,67%,1023 mb,Excellent,2018-09-27
209,03:00,14 °c,12 °c,29 km/h from WSW,50 km/h,0.0 mm,82%,13%,1021 mb,Excellent,2018-09-27
210,06:00,13 °c,11 °c,30 km/h from WSW,51 km/h,0.0 mm,73%,10%,1019 mb,Excellent,2018-09-27
211,09:00,13 °c,10 °c,32 km/h from WSW,50 km/h,0.0 mm,81%,59%,1020 mb,Excellent,2018-09-27
212,12:00,14 °c,12 °c,27 km/h from W,40 km/h,0.0 mm,80%,100%,1021 mb,Excellent,2018-09-27
213,15:00,13 °c,11 °c,21 km/h from NW,28 km/h,0.0 mm,65%,47%,1023 mb,Excellent,2018-09-27
214,18:00,10 °c,8 °c,12 km/h from WNW,21 km/h,0.0 mm,73%,17%,1026 mb,Excellent,2018-09-27
215,21:00,8 °c,6 °c,13 km/h from WNW,23 km/h,0.0 mm,79%,5%,1028 mb,Excellent,2018-09-27
216,00:00,6 °c,5 °c,10 km/h from W,15 km/h,0.0 mm,86%,0%,1030 mb,Excellent,2018-09-28
217,03:00,5 °c,4 °c,10 km/h from W,16 km/h,0.0 mm,87%,1%,1031 mb,Excellent,2018-09-28
218,06:00,5 °c,4 °c,9 km/h from W,15 km/h,0.0 mm,89%,3%,1032 mb,Excellent,2018-09-28
219,09:00,9 °c,8 °c,11 km/h from W,12 km/h,0.0 mm,73%,4%,1033 mb,Excellent,2018-09-28
220,12:00,12 °c,11 °c,11 km/h from WNW,13 km/h,0.0 mm,58%,30%,1034 mb,Excellent,2018-09-28
221,15:00,12 °c,10 °c,15 km/h from W,20 km/h,0.0 mm,61%,51%,1033 mb,Excellent,2018-09-28
222,18:00,9 °c,7 °c,14 km/h from WSW,24 km/h,0.0 mm,71%,64%,1032 mb,Excellent,2018-09-28
223,21:00,7 °c,4 °c,15 km/h from WSW,28 km/h,0.0 mm,80%,31%,1031 mb,Excellent,2018-09-28
